"ID","Name","Distance (mi)","Moving time (s)","Elapsed time (s)","Elevation gain (ft)","Avg speed (mph)","Max speed (mph)","Avg cadence","Avg temp (C)","Avg HR","Max HR","Calories","Shoes","Start timestamp (local)","Start Lat","Start Lng","End Lat","End Lng","City","State","Country","Achievements","Kudos","Workout type"
"171882110","02/05/2013","1.02575956415","602","602","0.0","6.13367931281","9.61882605583","","","","","131.1","Reebok","2013-2-5 12:46:2","37.88","-122.28","37.88","-122.29","","","United States","0","0","0"
"171911056","02/13/2013","1.10324455182","627","627","34.7769028871","6.3350035791","8.72405153901","","","","","144.1","Reebok","2013-2-13 14:8:58","37.88","-122.29","37.88","-122.29","","","United States","0","0","0"
"171911055","02/14/2013","1.24615992603","694","694","35.7611548556","6.46474588404","10.5136005727","","","","","164.6","Reebok","2013-2-14 12:17:13","37.88","-122.29","37.88","-122.29","","","United States","0","0","0"
"171911057","02/17/2013 Berkeley, CA","1.24522786924","702","702","77.7559055118","6.38645311382","10.0662133142","","","","","164.2","Reebok","2013-2-17 12:56:29","37.88","-122.27","37.88","-122.27","Berkeley","CA","United States","0","0","0"
"171911058","02/20/2013","0.951319295315","483","483","39.6981627297","7.09108804581","11.1846814603","","","","","124.4","Reebok","2013-2-20 9:17:39","37.88","-122.29","37.88","-122.29","","","United States","0","0","0"
"171911924","02/23/2013","1.48998598187","840","840","0.0","6.38645311382","0.0","","","","","193.8","Reebok","2013-2-23 20:28:0","","","","","","","United States","0","0","0"
"171912133","02/25/2013","1.76003390201","960","960","0.0","6.59896206156","0.0","","","","","228.9","Reebok","2013-2-25 18:41:0","","","","","","","United States","0","0","0"
"171912943","03/04/2013 Berkeley, CA","2.03809751054","1216","1230","0.0","6.03301717967","13.4216177523","","","","","252.8","Reebok","2013-3-4 11:38:13","37.88","-122.26","37.87","-122.27","Berkeley","CA","United States","0","0","0"
"171912945","03/05/2013 Berkeley, CA","2.31653394178","1356","1371","0.0","6.14933786686","10.2899069435","","","","","288.4","Reebok","2013-3-5 9:37:35","37.88","-122.26","37.87","-122.27","Berkeley","CA","United States","0","0","0"
"171912947","03/09/2013","2.02610504653","1199","1233","0.0","6.08446671439","9.61882605583","","","","","263.5","Reebok","2013-3-9 10:19:5","37.88","-122.29","37.88","-122.29","","","United States","0","0","0"
"171912956","03/11/2013","4.72024626183","3064","3081","240.157480315","5.545365068","11.6320687187","","","","","629.7","Reebok","2013-3-11 13:46:55","37.88","-122.29","37.87","-122.27","","","United States","0","0","0"
"171912949","03/13/2013 Berkeley, CA","2.68500705878","1473","1473","0.0","6.56317108089","10.0662133142","","","","","324.5","Reebok","2013-3-13 12:48:54","37.88","-122.26","37.88","-122.29","Berkeley","CA","United States","1","0","0"
"171912955","03/17/2013","2.31137656088","1374","1456","142.060367454","6.05538654259","9.17143879742","","","","","309.3","Reebok","2013-3-17 11:7:38","37.88","-122.29","37.89","-122.29","","","United States","0","0","0"
"171912954","03/25/2013","2.48797025372","1481","1481","168.635170604","6.04867573372","9.61882605583","","","","","340.4","Reebok","2013-3-25 12:20:26","37.88","-122.29","37.87","-122.26","","","United States","0","0","0"
"171920383","03/27/2013","3.15998319812","1800","1800","0.0","6.31934502505","0.0","","","","","411.0","Reebok","2013-3-27 20:47:0","","","","","","","United States","0","0","0"
"171912953","03/29/2013","2.39153344468","1280","1280","0.0","6.72646743021","7.82927702219","","","","","307.1","Reebok","2013-3-29 17:1:0","37.88","-122.29","37.88","-122.3","","","United States","0","0","0"
"171922159","04/03/2013 Berkeley, CA","2.3628260956","1344","1414","127.624671916","6.32829277022","10.7372942019","","","","","309.6","Reebok","2013-4-3 12:28:54","37.88","-122.26","37.88","-122.26","Berkeley","CA","United States","0","0","0"
"171921547","04/05/2013","3.98000676052","2230","2230","0.0","6.42448103078","0.0","","","","","517.6","Reebok","2013-4-5 19:57:0","","","","","","","United States","0","0","0"
"171922158","04/09/2013 Berkeley, CA","3.75457329197","2116","2116","0.0","6.38869005011","23.7115246958","","","","","488.6","Reebok","2013-4-9 11:36:13","37.87","-122.26","37.87","-122.27","Berkeley","CA","United States","0","0","0"
"171922162","04/15/2013 Berkeley, CA","3.41760369442","1858","1858","0.0","6.62133142448","11.1846814603","","","","","433.1","Reebok","2013-4-15 11:51:51","37.88","-122.26","37.87","-122.26","Berkeley","CA","United States","0","0","0"
"171922164","04/17/2013 Berkeley, CA","6.26814403881","3786","3802","33.4645669291","5.95919828203","10.9609878311","","","","","814.9","Reebok","2013-4-17 11:27:36","37.87","-122.26","37.87","-122.26","Berkeley","CA","United States","0","0","0"
"171922702","04/21/2013","8.24845402847","5107","5486","326.771653543","5.81379742305","10.7372942019","","","","","1091.7","Reebok","2013-4-21 1:30:37","37.89","-122.09","37.89","-122.1","","","United States","7","0","2"
"171922973","04/25/2013","3.23473415255","1886","1886","181.758530184","6.17394416607","10.7372942019","","","","","433.0","Reebok","2013-4-25 1:30:34","37.88","-122.29","37.88","-122.28","","","United States","7","0","0"
"171923171","04/26/2013","3.74345074763","2049","2120","44.9475065617","6.57659269864","11.6320687187","","","","","490.5","Reebok","2013-4-26 3:40:25","37.88","-122.29","37.89","-122.29","","","United States","0","0","0"
"171923433","04/28/2013 Berkeley, CA","6.77449942337","4119","4278","308.727034121","5.92117036507","12.7505368647","","","","","902.4","Reebok","2013-4-28 1:23:4","37.91","-122.26","37.91","-122.26","Berkeley","CA","United States","3","0","0"
"171923715","04/30/2013","4.18947098942","2339","2413","169.947506562","6.44908732999","10.7372942019","","","","","547.1","Reebok","2013-4-30 13:4:58","37.88","-122.29","37.88","-122.29","","","United States","2","0","0"
"171923961","05/02/2013","3.35820060845","1916","2021","122.703412073","6.31039727989","11.1846814603","","","","","438.8","Reebok","2013-5-2 2:49:8","37.88","-122.29","37.88","-122.29","","","United States","0","0","0"
"171924199","Los Vaqueros Wildflower 10K, 2013","6.46723136881","4164","4464","645.01312336","5.21653543307","9.84251968504","","","","","874.9","Reebok","2013-5-4 2:0:3","37.81","-121.75","37.81","-121.75","","","United States","0","0","1"
"171924449","05/08/2013","6.34364063867","3464","3628","314.304461942","6.59225125268","23.7115246958","","","","","831.6","Reebok","2013-5-8 14:8:14","37.88","-122.29","37.88","-122.29","","","United States","3","0","0"
"72668414","05/11/2013 Berkeley, CA","9.37723693629","5652","5660","274.606299213","5.97261989979","8.50035790981","","","","","1237.5","Reebok","2013-5-11 17:12:1","37.88","-122.29","37.87","-122.27","Berkeley","CA","United States","4","0","2"
"171925723","05/15/2013","3.11002495427","1920","1920","0.0","5.83169291339","0.0","","","","","404.5","Reebok","2013-5-15 7:0:0","","","","","","","United States","0","0","0"
"72668406","05/19/2013 Aurangabad, MH, India","3.11114342241","1795","1797","73.8188976378","6.23881531854","8.50035790981","","","","","405.9","Reebok","2013-5-19 7:38:3","19.88","75.35","19.88","75.35","Aurangabad","MH","India","0","0","0"
"72668400","05/21/2013 Aurangabad, MH, India","5.78297741191","3837","3988","432.086614173","5.42680744452","8.0529706514","76.9","","","","783.1","Reebok","2013-5-21 6:0:36","19.92","75.32","19.92","75.32","Aurangabad","MH","India","2","0","0"
"72668388","05/23/2013 Aurangabad, MH, India","10.0480692754","6770","6792","519.356955381","5.34404080172","7.60558339298","76.5","","","","1335.0","Reebok","2013-5-23 5:42:37","19.89","75.31","19.89","75.31","Aurangabad","MH","India","4","0","2"
"72668386","05/26/2013 Aurangabad, MH, India","6.93779577269","4228","4334","448.162729659","5.90774874732","8.50035790981","78.9","","","","926.9","Reebok","2013-5-26 5:40:58","19.89","75.31","19.89","75.31","Aurangabad","MH","India","1","0","0"
"72668378","06/01/2013 Aurangabad, MH, India","3.11344249582","1808","2092","0.0","6.19855046528","7.60558339298","79.4","","","","404.9","Reebok","2013-6-1 5:39:35","19.88","75.37","19.89","75.37","Aurangabad","MH","India","0","0","0"
"72668380","06/05/2013 Berkeley, CA","6.27945299451","3577","3642","302.82152231","6.31934502505","10.7372942019","80.2","","","","823.3","Reebok","2013-6-5 8:36:31","37.88","-122.29","37.88","-122.29","Berkeley","CA","United States","2","0","0"
"72668382","06/07/2013 Berkeley, CA","12.4499174819","7747","7782","53.8057742782","5.78471725125","10.2899069435","78.6","","159.0","159","1620.6","Reebok","2013-6-7 17:41:53","37.88","-122.29","37.87","-122.29","Berkeley","CA","United States","4","0","2"
"72668372","06/13/2013 Berkeley, CA","1.01612831067","509","509","39.6981627297","7.18727630637","8.94774516822","83.8","","","","132.5","Reebok","2013-6-13 21:17:27","37.88","-122.29","37.88","-122.29","Berkeley","CA","United States","1","0","0"
"72668393","San Francisco Half Marathon, 2013","13.3615932952","8098","8098","705.052493438","5.9390658554","12.0794559771","81.7","","","","1782.9","Reebok","2013-6-16 6:2:43","37.79","-122.39","37.77","-122.47","San Francisco","CA","United States","4","0","1"
"72668357","07/15/2013 Berkeley, CA","0.99736290066","482","482","39.3700787402","7.44899785254","10.7372942019","81.5","","","","143.4","Saucony Stabil CS2","2013-7-15 10:19:24","37.88","-122.29","37.88","-122.29","Berkeley","CA","United States","3","0","0"
"171930613","07/22/2013","0.997238626422","505","505","39.0419947507","7.10898353615","9.84251968504","","","","","130.1","Saucony Stabil CS2","2013-7-22 2:49:47","37.88","-122.29","37.88","-122.29","","","United States","0","0","0"
"72668359","07/25/2013 Berkeley, CA","1.40933200111","678","678","33.4645669291","7.48255189692","9.61882605583","83.2","","","","202.9","Saucony Stabil CS2","2013-7-25 21:48:50","37.88","-122.29","37.88","-122.29","Berkeley","CA","United States","1","0","0"
"72668356","07/27/2013 Berkeley, CA","3.10946572019","1690","1692","186.351706037","6.62356836077","10.0662133142","77.9","","","","455.1","Saucony Stabil CS2","2013-7-27 17:13:53","37.9","-122.25","37.91","-122.24","Berkeley","CA","United States","2","0","0"
"72668349","07/30/2013 Berkeley, CA","1.99186749384","941","943","0.0","7.62124194703","9.17143879742","81.6","","","","285.9","Saucony Stabil CS2","2013-7-30 18:14:33","37.87","-122.26","37.87","-122.27","Berkeley","CA","United States","6","0","0"
"72668352","08/01/2013 Berkeley, CA","4.35699266285","2531","2833","596.456692913","6.19631352899","8.94774516822","77.1","","","","648.5","Saucony Stabil CS2","2013-8-1 19:45:24","37.87","-122.26","37.88","-122.27","Berkeley","CA","United States","0","0","0"
"72668346","08/04/2013 Oakland, CA","3.11406386702","1599","1603","0.0","7.0105583393","10.5136005727","79.9","","","","447.4","Saucony Stabil CS2","2013-8-4 8:55:6","37.81","-122.26","37.81","-122.26","Oakland","CA","United States","6","0","0"
"72819743","08/06/2013 Berkeley, CA","2.25545315358","1127","1130","0.0","7.20517179671","11.4083750895","82.1","","","","323.8","Saucony Stabil CS2","2013-8-6 18:52:53","37.87","-122.26","37.87","-122.26","Berkeley","CA","United States","6","0","0"
"73272088","08/08/2013 Berkeley, CA","4.7340407023","2652","2796","662.729658793","6.42671796707","11.8557623479","79.8","","","","719.5","Saucony Stabil CS2","2013-8-8 18:14:5","37.87","-122.27","37.88","-122.26","Berkeley","CA","United States","6","0","0"
"74041714","08/11/2013 Kensington, CA","3.12444076593","2015","2341","76.7716535433","5.58115604868","9.61882605583","73.8","","","","468.3","Saucony Stabil CS2","2013-8-11 12:18:9","37.91","-122.27","37.91","-122.27","Kensington","CA","United States","0","0","0"
"75050310","08/15/2013 Berkeley, CA","3.11580370635","1800","1931","598.097112861","6.23210450966","9.61882605583","78.9","","","","506.5","Saucony Stabil CS2","2013-8-15 19:28:31","37.87","-122.27","37.89","-122.27","Berkeley","CA","United States","6","0","0"
"75780311","08/18/2013 Berkeley, CA","6.3249995029","3693","3778","664.37007874","6.1649964209","10.2899069435","76.9","","","","934.7","Saucony Stabil CS2","2013-8-18 9:52:32","37.87","-122.26","37.87","-122.26","Berkeley","CA","United States","0","0","0"
"76052969","08/19/2013 Berkeley, CA","1.27300316154","520","1297","0.0","8.81352899069","11.4083750895","88.7","","","","182.6","Saucony Stabil CS2","2013-8-19 20:11:53","37.87","-122.27","37.87","-122.27","Berkeley","CA","United States","3","0","0"
"76052967","08/19/2013 Berkeley, CA","0.517788614491","201","299","0.0","9.27433786686","11.6320687187","88.4","","","","74.3","Saucony Stabil CS2","2013-8-19 20:38:5","37.87","-122.27","37.87","-122.27","Berkeley","CA","United States","2","0","0"
"76579245","08/21/2013 Berkeley, CA","3.68765161457","2014","2026","206.364829396","6.59225125268","9.61882605583","80.6","","","","526.8","Saucony Stabil CS2","2013-8-21 18:28:17","37.88","-122.26","37.87","-122.26","Berkeley","CA","United States","3","0","0"
"76825110","08/22/2013 Berkeley, CA","4.09980712638","2400","2641","491.141732283","6.14933786686","8.50035790981","81.2","","","","607.9","Saucony Stabil CS2","2013-8-22 19:49:51","37.88","-122.26","37.87","-122.26","Berkeley","CA","United States","3","0","0"
"77262825","08/24/2013 Berkeley, CA","6.26913823272","3496","3500","384.186351706","6.45579813887","9.39513242663","81.3","","","","926.9","Saucony Stabil CS2","2013-8-24 8:28:26","37.9","-122.25","37.91","-122.24","Berkeley","CA","United States","3","0","0"
"78240633","08/27/2013 Berkeley, CA","4.07526296429","2262","2334","301.181102362","6.48487831067","11.8557623479","81.2","","","","586.6","Saucony Stabil CS2","2013-8-27 19:57:45","37.88","-122.26","37.87","-122.26","Berkeley","CA","United States","2","0","0"
"78481749","08/29/2013 Berkeley, CA","4.01200737692","2466","2466","535.761154856","5.8562992126","9.84251968504","80.6","","","","605.9","Saucony Stabil CS2","2013-8-29 8:32:50","37.88","-122.26","37.88","-122.26","Berkeley","CA","United States","1","0","0"
